AccountId,CustomerID,AccountType,Balance,last_kyc_updated,branch_id
BUS-9936537,T7SG2O1WQW,Business,5726987.87,2020-12-11,BR-00021
SAV-3182500,PH82I0AX64,Savings,59147447.4,2019-08-03,BR-00198
CUR-6460830,731XN3B29S,Current,29999777.17,2021-09-18,BR-00057
SAV-7845701,9YIXX9M6DH,Savings,62992503.48,2019-03-18,BR-00163
CUR-5491463,UCBUK0A5AL,Current,14495407.89,2021-12-20,BR-00176
BUS-3591689,EJSQ1TWN94,Business,60667311.21,2020-03-15,BR-00064
CUR-5890381,RICSE1I0LM,Current,17670020.38,2019-04-27,BR-00168
SAV-6002216,0F12R1IB77,Savings,36808688.73,2022-06-30,BR-00060
SAV-3253027,35DRB31FZS,Savings,90140713.01,2019-02-06,BR-00196
SAV-4878192,KHCFORTK1N,Savings,9453187.41,2021-02-15,BR-00178
SAV-8864212,0YO7OOTU2N,Savings,98381459.43,2021-02-03,BR-00103
CUR-7991607,XUT7CJFN85,Current,2109384.44,2021-09-09,BR-00162
BUS-1869520,2GFEJZ7Q0P,Business,82388578.26,2020-06-16,BR-00090
SAV-1874700,X0AR66QNGC,Savings,14254528.67,2019-06-26,BR-00015
SAV-4063183,WO9X94EE4A,Savings,85654868.92,2021-08-19,BR-00039
CUR-1144430,FRB7C7QQK1,Current,43625643.62,2021-04-10,BR-00031
CUR-3602124,82PYGT7I5V,Current,39243087.39,2022-06-27,BR-00048
CUR-1023707,WTZ8DFT8MM,Current,68401971.13,2021-02-16,BR-00156
SAV-5512706,OUUKXGDJ18,Savings,77269208.15,2022-10-28,BR-00086
BUS-5777146,YV2EWUNTPC,Business,30093809.18,2021-08-23,BR-00107
SAV-2149952,NZ9GFVHYFC,Savings,50511150.39,2019-11-28,BR-00107
SAV-4849562,K1K9KK07GE,Savings,42030304.81,2022-04-18,BR-00173
SAV-6616813,WFK5WAFJC2,Savings,55175416.76,2019-09-21,BR-00145
SAV-9455739,RF5KSEXDZV,Savings,34126297.44,2021-06-07,BR-00013
SAV-3661986,JDRFIPG8T5,Savings,3786867.29,2021-01-17,BR-00124
CUR-8609767,K4ZVKX75RO,Current,36208320.44,2020-11-06,BR-00065
BUS-4343265,XDZME30I1A,Business,15678946.07,2021-10-19,BR-00135
CUR-6851830,APMHDUXZ5I,Current,97147797.12,2021-05-07,BR-00079
BUS-8125592,8MR7Z7V35G,Business,25723289.96,2020-11-24,BR-00035
SAV-8747326,0E73F3VPA6,Savings,50733826.46,2019-11-25,BR-00009
BUS-4178152,ZIZGDEX6TW,Business,35425316.2,2019-05-31,BR-00001
BUS-2594141,KD5SY7G0Y9,Business,12748644.76,2021-08-25,BR-00189
SAV-7022789,CDHJR5HU9Q,Savings,85945775.18,2022-12-26,BR-00191
SAV-9346871,96S0KIDG8R,Savings,68175863.51,2019-12-14,BR-00041
CUR-1377201,MERRSOO437,Current,1020768.32,2021-11-30,BR-00078
BUS-6616191,BOPR06U2YW,Business,61317330.71,2021-05-12,BR-00115
CUR-9764800,U0WROQQCZ8,Current,47767081.47,2020-03-14,BR-00058
CUR-9596975,8LWM6TPNPB,Current,47889250.7,2022-12-09,BR-00088
CUR-5981605,DPHPLBQHV7,Current,67100811.69,2020-01-27,BR-00191
SAV-3804981,2CG6HLHF53,Savings,15554893.77,2020-03-24,BR-00092
BUS-8043544,VW260K44A7,Business,69609608.16,2020-08-12,BR-00043
CUR-4565131,K6NLVT08OG,Current,48779246.3,2022-08-18,BR-00147
CUR-2805164,PWO8OCN1FJ,Current,10438436.98,2021-02-26,BR-00116
CUR-5172509,X75R3TER97,Current,99574246.46,2022-03-20,BR-00159
SAV-2476430,VWHIMG8M38,Savings,94637728.54,2019-04-03,BR-00063
BUS-1177702,VFY5043UMT,Business,92076033.58,2022-11-26,BR-00126
SAV-3633396,DVTNMHBM3J,Savings,918555.68,2019-09-02,BR-00140
CUR-7211684,FDLB2HBUZJ,Current,87457631.02,2022-04-01,BR-00153
CUR-8386109,LBEELK38AY,Current,37380581.16,2019-02-13,BR-00024
BUS-9817849,TSMTPQUYMC,Business,17949083.24,2020-11-30,BR-00059
CUR-2699540,VPLBAZDG07,Current,24512759.01,2022-02-28,BR-00040
BUS-2870997,XHXVEM67D7,Business,93300699.46,2020-03-24,BR-00124
SAV-5630715,BLINX01YOS,Savings,20372763.03,2022-11-24,BR-00051
BUS-7563672,MXKVSXHY0S,Business,44393001.38,2021-04-11,BR-00198
BUS-1788477,7J6GYT6VRK,Business,41117543.75,2022-07-09,BR-00136
SAV-9497439,GZG485JZ8I,Savings,71961392.37,2019-05-19,BR-00111
BUS-8178206,RQ40R0YI89,Business,23906440.45,2021-02-15,BR-00121
BUS-8495091,2M6S8UX3IU,Business,89645125.25,2019-10-13,BR-00070
SAV-1790346,S5TF30A9WP,Savings,55760779.39,2021-05-09,BR-00049
CUR-8387670,TVDCGTVC3G,Current,91347487.04,2022-03-28,BR-00141
CUR-4541917,H4IARS82U8,Current,26380051.87,2022-03-16,BR-00187
SAV-6090827,QAPZYE6O3Y,Savings,34056810.94,2019-02-26,BR-00026
BUS-8677410,LGHWG7N2WK,Business,7884034.93,2022-04-19,BR-00181
SAV-2101082,DS6WUFDQDL,Savings,53411659.48,2021-04-05,BR-00053
SAV-5228453,4OAWXZQK0X,Savings,72057591.46,2022-03-14,BR-00198
SAV-8097638,SP0K6NV4PB,Savings,65946543.6,2019-12-01,BR-00056
BUS-4349281,CPAQE0VVQE,Business,85035056.67,2021-06-22,BR-00016
SAV-8512308,JJAX1F0JIK,Savings,24970986.27,2022-07-27,BR-00185
CUR-1267804,B7IMW22BXJ,Current,79235769.18,2019-12-25,BR-00114
CUR-8926084,3A97LYNL3A,Current,63519298.48,2022-07-08,BR-00148
SAV-3094168,IJVEJ7U3HS,Savings,15452124.56,2021-07-03,BR-00034
BUS-5306645,O7H5QR2SWG,Business,5576368.76,2021-02-04,BR-00078
SAV-8064275,6YT94HFNU7,Savings,22692206.43,2021-10-11,BR-00054
BUS-6017605,3WBQJKPRJ3,Business,7731802.21,2019-02-11,BR-00081
SAV-8639582,GQX9608O0E,Savings,97001726.09,2021-04-09,BR-00125
SAV-1009569,XXOISYA434,Savings,59102365.24,2019-04-23,BR-00051
CUR-5932770,HE0M4NCHOP,Current,67410405.22,2020-08-09,BR-00199
SAV-4319322,LOZVZE2AA5,Savings,26581116.91,2022-12-04,BR-00134
SAV-4729625,2VE3NAJ6TS,Savings,20598891.14,2020-02-21,BR-00060
BUS-2127812,URRCJN9PRZ,Business,41756266.12,2022-06-16,BR-00109
CUR-8148953,K2MMD5AXAZ,Current,27513803.07,2019-09-25,BR-00076
SAV-3647526,GYYP3DFDLD,Savings,64242889.78,2020-04-14,BR-00171
SAV-9149824,ERJYGJUTZ0,Savings,92497909.09,2020-09-26,BR-00001
SAV-5699347,BYERZRYT8R,Savings,23748651.61,2020-01-09,BR-00089
CUR-9198889,2N3GI01H7K,Current,90840458.25,2021-07-18,BR-00100
SAV-3866892,14TW90C4TW,Savings,67137582.86,2022-08-30,BR-00089
BUS-6134987,0SG0WD7O7Y,Business,54408798.44,2022-11-13,BR-00123
BUS-6116186,5K1ZO7OJXG,Business,71565915.64,2020-09-02,BR-00001
BUS-3865564,U716Q0GMYT,Business,18441716.66,2022-10-12,BR-00077
SAV-1755413,OL2AJ75VK9,Savings,96884159.49,2021-08-05,BR-00167
BUS-3414537,ZTDCAMP9SD,Business,91124178.78,2021-01-06,BR-00127
CUR-7654833,YMQ4QXH6GT,Current,89762239.9,2020-08-28,BR-00199
BUS-1112977,4MSZZ1I6QM,Business,35469180.66,2019-11-25,BR-00191
BUS-6403073,WN7S3SYXFZ,Business,33325474.34,2019-10-18,BR-00090
BUS-1775197,QO19US26CP,Business,8860324.5,2020-12-29,BR-00080
BUS-9438913,6VD0964C4K,Business,99718727.16,2021-05-01,BR-00051
SAV-5179046,CSG5WKCJL3,Savings,81065136.0,2022-08-17,BR-00021
CUR-9126744,RED2ZSM174,Current,36812068.03,2019-04-27,BR-00089
BUS-9121218,PG73S2BOYU,Business,87661786.31,2020-09-26,BR-00016
SAV-4230753,KICY43H0Q4,Savings,78511254.23,2021-12-02,BR-00167
SAV-3795266,3RQD76H01J,Savings,29369546.91,2020-01-21,BR-00051
BUS-1184030,GLC3B1NI23,Business,94796578.41,2022-07-14,BR-00094
SAV-5986642,NQTN0DTTE1,Savings,27088064.36,2020-03-23,BR-00114
CUR-1110801,WQIDSV6028,Current,1065256.72,2020-12-05,BR-00036
CUR-6198459,9X5ZBI4598,Current,35416994.09,2019-10-27,BR-00044
BUS-5338945,K4NEJM56RN,Business,6362051.82,2021-03-03,BR-00042
BUS-3541878,OZFVCS4TNO,Business,4775504.85,2022-09-21,BR-00170
BUS-2311026,Z4BN551BRZ,Business,51068387.72,2019-01-15,BR-00090
BUS-1367046,U0TDPKC1Z3,Business,62641040.68,2021-09-06,BR-00161
BUS-4764254,O9UGPQVGM1,Business,20500757.92,2021-06-12,BR-00051
CUR-8830498,1ZMVN7P5U3,Current,60533757.71,2022-07-18,BR-00077
BUS-1769511,5TCG5PN2EE,Business,47802250.13,2020-07-21,BR-00010
CUR-9336675,5YH1XODLOQ,Current,91116142.64,2022-11-23,BR-00055
SAV-3549548,EUMSFCEG9D,Savings,80041512.9,2020-03-19,BR-00025
SAV-1523326,75YI3SWWMF,Savings,25481658.53,2022-10-13,BR-00042
BUS-6202652,O5UG27JQM2,Business,34730217.96,2021-02-20,BR-00143
CUR-2708801,AWVATWP59G,Current,72496122.76,2021-10-24,BR-00016
BUS-2953220,K94KV2DX2X,Business,19712814.73,2021-05-27,BR-00136
CUR-8748004,U8NKGGU3W6,Current,9017959.7,2021-11-28,BR-00096
SAV-2105565,W3VB98N169,Savings,15618088.55,2021-12-27,BR-00043
BUS-3130912,C6L7XDPUH7,Business,62796804.34,2022-09-19,BR-00182
SAV-4153265,XCZRQF1L4I,Savings,18974116.72,2021-05-17,BR-00010
SAV-3539161,M6BZAH4CXK,Savings,29489729.74,2021-01-09,BR-00171
BUS-9786430,S5MUP4FFSG,Business,82042306.67,2019-03-16,BR-00124
CUR-2449986,XP0BQ1XHO0,Current,7442471.58,2020-01-17,BR-00086
CUR-3442398,VDWURMFRSK,Current,92682497.22,2021-04-09,BR-00082
CUR-6986179,U5XZSJ03QP,Current,96844669.59,2021-04-17,BR-00015
CUR-3019805,DVIOHY3AGZ,Current,34095368.93,2021-08-29,BR-00103
CUR-6476043,P614R92LN8,Current,22241483.38,2022-07-28,BR-00161
CUR-9688727,15HO47QAZ3,Current,58738930.58,2020-11-26,BR-00045
CUR-3270052,VPPOFZ19XU,Current,66242426.04,2022-03-23,BR-00077
SAV-8462535,EXYFW2H00Z,Savings,88644214.07,2019-05-15,BR-00073
SAV-8111359,QCOU1OHCAE,Savings,1496554.01,2021-05-14,BR-00145
CUR-5430406,TAH4A5K6HM,Current,19934093.88,2019-03-21,BR-00003
BUS-2736159,Q0NRC57EWO,Business,55425061.29,2022-04-09,BR-00168
BUS-2415456,8K4Y587KFD,Business,17217288.16,2021-10-21,BR-00115
BUS-7955279,XSMOYOCIL0,Business,23352847.26,2022-09-28,BR-00161
BUS-7251757,3EHJLFL7EZ,Business,24230724.78,2020-02-07,BR-00037
SAV-6065078,UI5JZ5S0FM,Savings,65232405.5,2019-07-30,BR-00108
CUR-1071985,WUQ9TQNUUY,Current,53167018.02,2021-12-12,BR-00063
CUR-4466811,M7KLXP4819,Current,46387581.38,2021-06-04,BR-00060
SAV-4491109,NI3KFXBI5R,Savings,97188853.59,2021-08-26,BR-00176
SAV-6993690,NW4YBDI9S1,Savings,35766853.84,2021-02-10,BR-00063
CUR-7755288,37T4180T8K,Current,45846215.25,2020-07-10,BR-00188
BUS-2421635,WVST2MSFHH,Business,29135844.38,2022-02-03,BR-00180
SAV-4847627,M7Z4BIC1A6,Savings,92863453.51,2021-03-15,BR-00076
BUS-5319200,0JTP9CFLZG,Business,56468946.51,2020-02-24,BR-00009
CUR-9952345,W3HDT73X38,Current,86806970.25,2022-10-25,BR-00056
CUR-8286526,J4SIQQH74C,Current,92071095.09,2019-07-11,BR-00034
SAV-5429672,82PYGT7I5V,Savings,22586313.4,2021-04-23,BR-00090
SAV-9563845,O0C7ZHJZMN,Savings,50774546.22,2021-05-31,BR-00108
BUS-5697678,A9YH3ARSIT,Business,22742627.07,2021-07-13,BR-00155
SAV-8225231,SDF7888YC7,Savings,90079633.75,2019-04-18,BR-00020
CUR-8173852,O5UG27JQM2,Current,21835755.29,2021-02-18,BR-00137
CUR-1319441,SDIF9HTCS4,Current,62637007.84,2022-07-13,BR-00021
CUR-7943121,3H4YSO13YF,Current,84155999.49,2019-02-19,BR-00074
CUR-1353924,560BRPJW34,Current,55908859.29,2021-07-11,BR-00035
SAV-2901176,T4UFZ3HBG5,Savings,46124401.13,2021-11-02,BR-00016
BUS-7267375,VDETUKQNX6,Business,40305893.23,2019-12-19,BR-00040
SAV-4684816,G9T6OAUJ85,Savings,29345560.52,2022-02-19,BR-00017
BUS-8642039,AEF9PT35QT,Business,72881146.09,2020-03-13,BR-00139
BUS-9858635,5KQC4SW75L,Business,16770765.12,2022-01-09,BR-00118
BUS-7063227,IT5GK3LTZ2,Business,90834620.96,2021-05-12,BR-00159
SAV-6589953,HG63C38MAF,Savings,11479571.06,2021-02-05,BR-00020
SAV-9524623,O640PI5M1S,Savings,94889545.4,2022-05-04,BR-00005
SAV-3685282,93ZW2NHBYK,Savings,28400309.72,2022-02-17,BR-00055
BUS-3762654,NKXTQLPRX1,Business,5304090.13,2022-10-25,BR-00187
SAV-1870679,1KOREKLFKA,Savings,34762927.03,2022-07-07,BR-00185
BUS-7116899,8AIX68E5UN,Business,21155310.82,2021-05-16,BR-00199
SAV-9128381,DSV8AGYSB2,Savings,74074579.99,2021-12-16,BR-00056
CUR-6462769,AJ1IA8RUMV,Current,75127419.2,2021-12-05,BR-00157
CUR-8519223,Y4LPIPQ0X7,Current,18319942.36,2021-01-31,BR-00132
CUR-3373021,92E3UYDGOI,Current,4602901.5,2022-07-29,BR-00040
CUR-4488994,EIPXT1I42Q,Current,96979335.81,2019-07-25,BR-00003
BUS-3664759,P7GNRSZXYW,Business,87554789.63,2021-01-24,BR-00075
BUS-7142474,8K4Y587KFD,Business,5765056.71,2021-01-29,BR-00110
SAV-9650317,2N3GI01H7K,Savings,6517289.3,2020-10-04,BR-00092
BUS-5857275,7IVSCYY9Q7,Business,38289744.58,2020-06-22,BR-00131
SAV-1858249,Z24U9EEUGF,Savings,91496888.8,2021-03-20,BR-00192
CUR-5488749,KGE29R6RAU,Current,81562733.54,2022-08-23,BR-00053
BUS-3435060,YDL89LKKZZ,Business,15880698.45,2019-07-29,BR-00104
BUS-6010556,F1OCNJQ47U,Business,47597214.69,2020-11-09,BR-00199
CUR-7230245,MBQAVM5U95,Current,60493428.16,2019-05-02,BR-00200
CUR-6031121,77DP3YLMJW,Current,91558747.65,2022-12-06,BR-00117
CUR-3972164,UG1TH0JVNT,Current,14237270.14,2020-08-02,BR-00064
CUR-2771153,FKQBRZQ76Z,Current,53563751.54,2019-11-18,BR-00057
CUR-7699452,J4SIQQH74C,Current,72173805.95,2019-07-18,BR-00016
CUR-8512611,GT7NZQ0KWS,Current,20999823.69,2021-07-13,BR-00194
BUS-3260459,VEAAHKI6DT,Business,14450242.0,2022-02-06,BR-00121
CUR-5616948,UJ4FPRN4QY,Current,59366137.52,2020-02-25,BR-00036
CUR-6572634,NT460734YZ,Current,68715908.42,2021-04-13,BR-00041
BUS-1950958,111JI1HNRI,Business,42357365.67,2020-11-06,BR-00111
CUR-6354423,R4I1PBL5Z3,Current,84922850.79,2021-12-02,BR-00003
SAV-1359363,2PEEODDR4W,Savings,75350115.73,2019-04-06,BR-00094
BUS-9990760,9043XF8YWQ,Business,3956707.96,2019-01-05,BR-00035
CUR-7768558,Y881PAGTPP,Current,42002246.54,2019-11-27,BR-00114
SAV-5384983,MNF9IRM3HL,Savings,28428541.0,2020-03-16,BR-00166
BUS-6588756,WETVXSZWJJ,Business,42309034.59,2020-02-27,BR-00041
CUR-9255679,AGKIYZLT3A,Current,17827120.25,2021-10-12,BR-00030
SAV-5455242,MYIVCD8YAZ,Savings,17382625.5,2021-01-20,BR-00092
CUR-1399844,K9Q1C2FU1N,Current,94465408.6,2021-05-25,BR-00132
CUR-2487724,UVLKZ8G2B3,Current,10746547.34,2020-08-08,BR-00035
CUR-1785687,56GOX0EAVK,Current,95587434.92,2022-07-08,BR-00037
CUR-5354995,PN0XELTSXP,Current,57552498.32,2019-11-13,BR-00101
BUS-4631535,K9I9A2O968,Business,40782623.44,2022-01-04,BR-00080
CUR-3408716,R5U06O0EDG,Current,22276580.98,2021-12-01,BR-00125
SAV-6328242,WT2ZTF92VT,Savings,19167347.81,2020-09-03,BR-00073
SAV-1907935,I224JQXU3C,Savings,16661380.57,2020-06-08,BR-00166
CUR-3129213,MPY75AWDAJ,Current,66942490.64,2020-12-04,BR-00127
CUR-2001729,ZUFPDXMBD9,Current,60754808.56,2022-12-29,BR-00105
BUS-4052313,8BUUV1K1D4,Business,19127440.19,2019-03-08,BR-00102
BUS-3445869,XHPVLRUU4W,Business,28720528.45,2022-11-18,BR-00068
CUR-8349160,MBSWHHK7HS,Current,84398120.4,2022-10-11,BR-00118
CUR-1935499,Y20Q55BDJC,Current,97809434.73,2022-10-12,BR-00072
CUR-3198539,NCW6H0ZOCB,Current,16756159.77,2020-06-17,BR-00011
BUS-9046260,D98G131NVR,Business,1511323.92,2021-04-30,BR-00081
CUR-5237906,A7AVHAUZ0I,Current,40427149.56,2020-02-17,BR-00131
BUS-8146341,KB0SJ326UO,Business,11885421.59,2019-06-17,BR-00007
SAV-3574307,68IN77NHWK,Savings,32983420.33,2020-08-22,BR-00024
CUR-5857890,XHXD31ASXG,Current,16255217.93,2020-08-18,BR-00199
CUR-1226270,F3GJMFZDMP,Current,39970167.47,2020-09-23,BR-00067
CUR-2964933,BG5QCH8PBQ,Current,75867957.46,2020-08-18,BR-00073
CUR-3654184,KFYXOHC67F,Current,68959819.59,2019-03-25,BR-00161
CUR-6483250,A0MVPJGAHC,Current,88186358.27,2021-02-12,BR-00086
SAV-8612870,X1YQW70IGG,Savings,91377752.03,2021-04-14,BR-00116
CUR-9808768,30A8RW9GJ4,Current,46402196.55,2022-11-23,BR-00118
BUS-1238347,05BIBEZHUR,Business,63869563.5,2020-09-04,BR-00147
SAV-5346892,29GY7QH9V5,Savings,57049469.76,2022-03-11,BR-00044
BUS-1162531,BFXIIIBQXY,Business,39248474.57,2021-08-26,BR-00153
BUS-9301916,8I2IH07SAN,Business,67497739.03,2021-10-08,BR-00099
CUR-9023407,IT8HWCTWZZ,Current,90199484.37,2021-07-18,BR-00077
SAV-7345593,N5LXGEIE4Q,Savings,15336665.24,2022-10-01,BR-00119
CUR-4143238,UMATMWBZG1,Current,36297700.05,2021-05-15,BR-00017
SAV-1830602,A5DLZGT0KQ,Savings,57987206.51,2021-03-12,BR-00049
SAV-3500635,LPUQH50M8C,Savings,74754980.57,2021-06-26,BR-00089
BUS-4037654,W81AJXJGKD,Business,60562145.79,2019-11-17,BR-00145
SAV-8756546,DV09J0AVPS,Savings,92953192.39,2019-07-01,BR-00079
CUR-4235728,W7OWUM6QI9,Current,29486657.98,2021-11-20,BR-00139
BUS-7863232,WAU8LSS2MY,Business,21610041.48,2020-08-06,BR-00045
CUR-9835287,9O1SIK65M8,Current,33043086.38,2022-10-06,BR-00136
BUS-3347842,BJQJFB0B1D,Business,63403195.51,2020-09-21,BR-00069
CUR-7188996,AEF9PT35QT,Current,26567789.97,2021-11-04,BR-00122
CUR-1123356,1EEYACX05R,Current,33735353.48,2020-03-20,BR-00005
SAV-6994514,K9O7RDB0XA,Savings,16237657.47,2021-08-18,BR-00095
BUS-7452505,V2VQC3019Q,Business,4816981.94,2021-10-11,BR-00146
BUS-8791116,IVA7ATVIYG,Business,26909214.22,2020-03-24,BR-00039
CUR-3169834,KTFTSFG246,Current,88577677.87,2019-08-13,BR-00151
BUS-5167132,ML5KC68IC2,Business,97764372.89,2019-05-09,BR-00019
CUR-1689256,JCQ2YQ20T8,Current,46023929.17,2022-03-17,BR-00029
SAV-6764453,YBYMVKU9YL,Savings,52722787.75,2022-11-07,BR-00104
CUR-9073273,8QI53UAIB3,Current,95722006.75,2021-09-10,BR-00110
SAV-2573539,KMZF12KTUE,Savings,79854660.29,2022-02-23,BR-00100
SAV-1107966,UP7REEALAY,Savings,28561753.37,2019-10-20,BR-00180
SAV-5928712,ZDRCON0A5P,Savings,1433010.7,2022-04-17,BR-00032
SAV-5197919,QCU15DMNHL,Savings,10826123.96,2022-01-19,BR-00156
SAV-8048565,FGO9IACMMU,Savings,46040558.51,2022-05-23,BR-00152
CUR-7525883,F1GGN5KWLS,Current,48617309.62,2020-09-05,BR-00098
CUR-1242540,NISRJTWLKX,Current,38975631.88,2022-09-24,BR-00073
CUR-5036409,FZ9KJTALNN,Current,27219466.16,2020-03-22,BR-00019
CUR-7984485,JCQ9TBG8I6,Current,45192732.68,2020-08-08,BR-00064
BUS-5926283,R24XSL8FKE,Business,29055862.0,2021-12-11,BR-00048
BUS-3258014,5YK6GE44YM,Business,95531231.08,2022-09-27,BR-00194
SAV-3493393,8NRZKDQF1X,Savings,55999342.43,2020-03-12,BR-00001
SAV-4756653,RDJ8Z858P0,Savings,91778446.06,2019-02-05,BR-00055
SAV-3092394,6LKPQZPISC,Savings,17261085.56,2020-11-23,BR-00059
BUS-7935012,NWDJ5ZKY1V,Business,35083411.93,2022-12-03,BR-00030
BUS-2539746,MXKVSXHY0S,Business,79793343.43,2019-03-27,BR-00188
SAV-8081469,EVGDLFYB5F,Savings,83781797.35,2022-12-04,BR-00053
CUR-2433027,N5F6P740Z7,Current,86880409.02,2022-09-08,BR-00055
CUR-7632685,7XESL6TT70,Current,12842903.24,2022-07-06,BR-00142
SAV-2358736,PRWMLQE55A,Savings,86226273.66,2021-03-10,BR-00159
CUR-2735906,ZN1SGP5IE6,Current,33373646.28,2021-07-25,BR-00074
SAV-2411446,RDANWMRXUG,Savings,16262626.25,2021-07-09,BR-00200
SAV-6848097,OIBZ888OVA,Savings,84845687.01,2020-02-26,BR-00021
BUS-2266321,Q4AERDZBUY,Business,21714596.21,2022-08-30,BR-00116
BUS-4097499,VV2561WH67,Business,76606146.82,2021-01-31,BR-00081
SAV-7086323,YT8EWTOJJ5,Savings,80943103.83,2022-09-09,BR-00184
BUS-8633753,2DMJSSDE0Z,Business,75123086.09,2021-04-18,BR-00060
CUR-3395407,E03XKHDJDU,Current,60076647.82,2019-09-09,BR-00175
CUR-3806871,Z5SKZRR1RD,Current,23034002.95,2022-01-28,BR-00037
SAV-8210854,6KHW38OYMA,Savings,98510745.83,2021-06-20,BR-00164
CUR-2249919,WZF8BD5F07,Current,28300389.03,2021-05-04,BR-00158
BUS-2781085,TB0SID0WBN,Business,39224980.69,2019-05-05,BR-00053
CUR-1645246,CMOP7HNEEW,Current,67396186.4,2021-11-19,BR-00113
CUR-7032850,5V09N6UMDG,Current,18769025.72,2021-02-02,BR-00014
CUR-2686470,57E7VZ3O0W,Current,65081729.84,2021-08-23,BR-00097
SAV-3962415,7DD4F8JZL1,Savings,30281356.1,2021-09-30,BR-00196
CUR-2852587,13AC0XTQYJ,Current,57864988.26,2021-09-11,BR-00013
CUR-8364545,GO97905K92,Current,68487838.94,2022-07-31,BR-00179
BUS-5944726,CEXZ4MRPVF,Business,81438294.75,2019-10-04,BR-00108
SAV-8637146,UWRF64M2CB,Savings,60529176.51,2021-11-20,BR-00166
CUR-1497191,3LHYE207QX,Current,3290282.72,2020-10-01,BR-00099
CUR-5345542,6D7L5PCDBT,Current,35222593.12,2021-01-07,BR-00120
SAV-8113762,DPHPLBQHV7,Savings,91673046.03,2021-02-08,BR-00027
SAV-2249162,8I2IH07SAN,Savings,35444302.71,2020-12-21,BR-00168
SAV-7365562,RD8U3XDJX2,Savings,90265708.3,2019-02-23,BR-00170
SAV-4129542,TEH5JAXU7P,Savings,4445215.37,2022-10-29,BR-00130
CUR-3694361,N4E2A6U37C,Current,32184218.21,2019-03-03,BR-00069
BUS-7154373,RZCM6K3NZL,Business,49054843.0,2021-12-24,BR-00187
BUS-5427232,LUR73IWIJQ,Business,1445286.18,2020-03-22,BR-00161
BUS-4699945,52ZL2M8W52,Business,11437682.66,2019-03-04,BR-00054
BUS-4792480,IN62AZTGFC,Business,38697844.54,2020-01-29,BR-00064
CUR-6500747,WWW23DPI8C,Current,63768565.54,2019-06-08,BR-00196
BUS-4017319,X9IGE81SJH,Business,33429614.89,2021-09-09,BR-00113
BUS-7145874,Y4E27473PV,Business,18195094.09,2021-01-12,BR-00149
BUS-3026038,OTF2F15GDV,Business,92645586.11,2022-11-13,BR-00017
CUR-3687905,ANUXA9HKB7,Current,28971980.26,2020-09-30,BR-00126
SAV-1869941,UDWQB1MZ5G,Savings,40344559.06,2021-02-24,BR-00056
SAV-6457159,7HN12NBCQG,Savings,24548797.07,2021-08-27,BR-00051
CUR-5273257,ESKENU8K0B,Current,64926537.16,2022-05-25,BR-00143
SAV-8319136,OK2EZGPWGS,Savings,98704325.29,2022-06-26,BR-00072
BUS-7613044,0Y4OHWP762,Business,89637225.73,2022-03-21,BR-00199
BUS-4792802,UHS2MJY0TK,Business,36653757.6,2020-03-19,BR-00053
SAV-4757329,GYO9R399CC,Savings,43310997.64,2022-03-06,BR-00122
CUR-9754901,O2O49ZHEXK,Current,61517626.61,2020-09-18,BR-00108
BUS-6950755,V1IEGSC21J,Business,63013280.14,2022-11-02,BR-00106
CUR-6216430,8BUUV1K1D4,Current,86224424.31,2021-09-28,BR-00081
SAV-6998980,4SDLU9BYW1,Savings,33199525.79,2019-12-26,BR-00013
BUS-3663165,Z0I2J4EZBS,Business,82862184.07,2020-10-18,BR-00139
SAV-7292782,SRHM4O0BO1,Savings,35766782.63,2022-07-05,BR-00162
SAV-1113695,XFIZ78GHL0,Savings,4738721.59,2022-01-02,BR-00124
SAV-6925620,N0SLA9ZMCV,Savings,70902366.74,2019-06-08,BR-00027
BUS-6058636,J6W7FDYBV2,Business,97039888.96,2020-07-18,BR-00021
BUS-5758386,GMLZELXB6P,Business,54202707.92,2019-04-26,BR-00185
CUR-5981065,KEXQDJAFDJ,Current,25325267.5,2020-02-22,BR-00151
CUR-1710516,XK0JHS3IH1,Current,22868229.8,2021-09-29,BR-00044
SAV-6588465,2ZNCC8FBRP,Savings,58883454.75,2019-04-06,BR-00127
CUR-5352964,VJTU78FI0C,Current,87726543.33,2021-06-09,BR-00110
BUS-2862857,9NKWDTGHYL,Business,59877661.08,2022-10-23,BR-00150
CUR-3886767,G8QIYSJ34J,Current,50575522.95,2019-09-18,BR-00196
CUR-8806604,HCG2FR62MU,Current,63980196.51,2019-04-29,BR-00108
CUR-5154779,IIODXKT504,Current,20818517.54,2020-11-11,BR-00088
CUR-4278687,9HC0X4USTH,Current,95867585.27,2020-12-08,BR-00083
BUS-8811923,Q9QMK4M0DP,Business,40319247.24,2021-07-28,BR-00097
BUS-2750133,PGJT1WN4K3,Business,4278809.97,2019-12-29,BR-00013
SAV-4759512,S85X0DXMA1,Savings,52709609.81,2021-06-22,BR-00198
SAV-2913052,45B8V42M22,Savings,71865518.82,2022-04-25,BR-00109
CUR-5986063,WRHI4RB2MP,Current,28891120.61,2022-05-26,BR-00143
BUS-3779227,GCBN5STBJ6,Business,52369097.46,2020-01-30,BR-00027
CUR-3428857,NTS21NH14R,Current,60475459.58,2021-05-18,BR-00080
CUR-7335787,699FZF570K,Current,22668600.17,2019-12-10,BR-00121
